State,District,Year,Total_Crimes
ANDHRA PRADESH,ADILABAD,2001,454
ANDHRA PRADESH,ANANTAPUR,2001,356
ANDHRA PRADESH,CHITTOOR,2001,456
ANDHRA PRADESH,CUDDAPAH,2001,278
ANDHRA PRADESH,EAST GODAVARI,2001,475
ANDHRA PRADESH,GUNTAKAL RLY.,2001,1
ANDHRA PRADESH,GUNTUR,2001,758
ANDHRA PRADESH,HYDERABAD CITY,2001,991
ANDHRA PRADESH,KARIMNAGAR,2001,886
ANDHRA PRADESH,KHAMMAM,2001,782
ANDHRA PRADESH,KRISHNA,2001,613
ANDHRA PRADESH,KURNOOL,2001,429
ANDHRA PRADESH,MAHABOOBNAGAR,2001,386
ANDHRA PRADESH,MEDAK,2001,398
ANDHRA PRADESH,NALGONDA,2001,546
ANDHRA PRADESH,NELLORE,2001,858
ANDHRA PRADESH,NIZAMABAD,2001,359
ANDHRA PRADESH,PRAKASHAM,2001,395
ANDHRA PRADESH,RANGA REDDY,2001,788
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,2
ANDHRA PRADESH,SRIKAKULAM,2001,219
ANDHRA PRADESH,VIJAYAWADA,2001,801
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,3
ANDHRA PRADESH,VISAKHA RURAL,2001,241
ANDHRA PRADESH,VISAKHAPATNAM,2001,718
ANDHRA PRADESH,VIZIANAGARAM,2001,193
ANDHRA PRADESH,WARANGAL,2001,536
ANDHRA PRADESH,WEST GODAVARI,2001,747
ARUNACHAL PRADESH,CHANGLANG,2001,6
ARUNACHAL PRADESH,DIBANG VALLEY,2001,12
ARUNACHAL PRADESH,KAMENG EAST,2001,12
ARUNACHAL PRADESH,KAMENG WEST,2001,2
ARUNACHAL PRADESH,LOHIT,2001,16
ARUNACHAL PRADESH,PAPUM PARE,2001,23
ARUNACHAL PRADESH,SIANG EAST,2001,21
ARUNACHAL PRADESH,SIANG UPPER,2001,10
ARUNACHAL PRADESH,SIANG WEST,2001,43
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,11
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,13
ARUNACHAL PRADESH,TAWANG,2001,7
ARUNACHAL PRADESH,TIRAP,2001,4
ASSAM,BARPETA,2001,250
ASSAM,BONGAIGAON,2001,90
ASSAM,C.I.D.,2001,0
ASSAM,CACHAR,2001,422
ASSAM,DARRANG,2001,197
ASSAM,DHEMAJI,2001,88
ASSAM,DHUBRI,2001,259
ASSAM,DIBRUGARH,2001,135
ASSAM,G.R.P.,2001,1
ASSAM,GOALPARA,2001,189
ASSAM,GOLAGHAT,2001,119
ASSAM,GUWAHATI CITY,2001,271
ASSAM,HAILAKANDI,2001,115
ASSAM,JORHAT,2001,164
ASSAM,KAMRUP,2001,157
ASSAM,KARBI ANGLONG,2001,37
ASSAM,KARIMGANJ,2001,81
ASSAM,KOKRAJHAR,2001,83
ASSAM,LAKHIMPUR,2001,241
ASSAM,MORIGAON,2001,94
ASSAM,N.C.HILLS,2001,15
ASSAM,NAGAON,2001,410
ASSAM,NALBARI,2001,91
ASSAM,R.P.O.,2001,3
ASSAM,SIBSAGAR,2001,139
ASSAM,SONITPUR,2001,276
ASSAM,TINSUKIA,2001,121
BIHAR,ARARIA,2001,170
BIHAR,ARWAL,2001,32
BIHAR,AURANGABAD,2001,87
BIHAR,BAGAHA,2001,37
BIHAR,BANKA,2001,69
BIHAR,BEGUSARAI,2001,94
BIHAR,BETTIAH,2001,145
BIHAR,BHABHUA,2001,59
BIHAR,BHAGALPUR,2001,131
BIHAR,BHOJPUR,2001,91
BIHAR,BUXAR,2001,24
BIHAR,DARBHANGA,2001,146
BIHAR,GAYA,2001,117
BIHAR,GOPALGANJ,2001,210
BIHAR,JAMALPUR RLY.,2001,3
BIHAR,JAMUI,2001,50
BIHAR,JEHANABAD,2001,40
BIHAR,KATIHAR,2001,112
BIHAR,KATIHAR RLY.,2001,3
BIHAR,KHAGARIA,2001,30
BIHAR,KISHANGANJ,2001,84
BIHAR,LAKHISARAI,2001,40
BIHAR,MADHEPURA,2001,45
BIHAR,MADHUBANI,2001,95
BIHAR,MOTIHARI,2001,167
BIHAR,MUNGER,2001,73
BIHAR,MUZAFFARPUR,2001,395
BIHAR,MUZAFFARPUR RLY.,2001,8
BIHAR,NALANDA,2001,169
BIHAR,NAUGACHIA,2001,25
BIHAR,NAWADAH,2001,54
BIHAR,PATNA,2001,366
BIHAR,PATNA RLY.,2001,11
BIHAR,PURNEA,2001,97
BIHAR,ROHTAS,2001,159
BIHAR,SAHARSA,2001,50
BIHAR,SAMASTIPUR,2001,149
BIHAR,SARAN,2001,225
BIHAR,SHEIKHPURA,2001,45
BIHAR,SHEOHAR,2001,23
BIHAR,SITAMARHI,2001,78
BIHAR,SIWAN,2001,78
BIHAR,SUPAUL,2001,65
BIHAR,VAISHALI,2001,338
CHHATTISGARH,BALRAMPUR,2001,44
CHHATTISGARH,BILASPUR,2001,380
CHHATTISGARH,BIZAPUR,2001,5
CHHATTISGARH,DANTEWARA,2001,50
CHHATTISGARH,DHAMTARI,2001,79
CHHATTISGARH,DURG,2001,754
CHHATTISGARH,GRP RAIPUR,2001,5
CHHATTISGARH,JAGDALPUR,2001,131
CHHATTISGARH,JANJGIR,2001,283
CHHATTISGARH,JASHPUR,2001,86
CHHATTISGARH,KANKER,2001,96
CHHATTISGARH,KAWARDHA,2001,100
CHHATTISGARH,KORBA,2001,188
CHHATTISGARH,KORIYA,2001,179
CHHATTISGARH,MAHASAMUND,2001,152
CHHATTISGARH,RAIGARH,2001,192
CHHATTISGARH,RAIPUR,2001,564
CHHATTISGARH,RAJNANDGAON,2001,219
CHHATTISGARH,SARGUJA,2001,457
GOA,NORTH GOA,2001,27
GOA,SOUTH GOA,2001,28
GUJARAT,AHMEDABAD COMMR.,2001,774
GUJARAT,AHMEDABAD RURAL,2001,142
GUJARAT,AHWA-DANG,2001,6
GUJARAT,AMRELI,2001,153
GUJARAT,ANAND,2001,271
GUJARAT,BHARUCH,2001,113
GUJARAT,BHAVNAGAR,2001,234
GUJARAT,DAHOD,2001,48
GUJARAT,GANDHINAGAR,2001,179
GUJARAT,HIMATNAGAR,2001,266
GUJARAT,JAMNAGAR,2001,227
GUJARAT,JUNAGADH,2001,500
GUJARAT,KHEDA NORTH,2001,206
GUJARAT,KUTCH,2001,228
GUJARAT,MEHSANA,2001,294
GUJARAT,NARMADA,2001,33
GUJARAT,NAVSARI,2001,30
GUJARAT,PALANPUR,2001,259
GUJARAT,PANCHMAHAL,2001,118
GUJARAT,PATAN,2001,125
GUJARAT,PORBANDAR,2001,85
GUJARAT,RAJKOT COMMR.,2001,276
GUJARAT,RAJKOT RURAL,2001,311
GUJARAT,SURAT COMMR.,2001,211
GUJARAT,SURAT RURAL,2001,87
GUJARAT,SURENDRANAGAR,2001,160
GUJARAT,VADODARA COMMR.,2001,146
GUJARAT,VADODARA RURAL,2001,167
GUJARAT,VALSAD,2001,80
GUJARAT,W.RLY,2001,15
HARYANA,AMBALA,2001,213
HARYANA,BHIWANI,2001,110
HARYANA,FARIDABAD,2001,506
HARYANA,FATEHABAD,2001,157
HARYANA,GRP,2001,34
HARYANA,GURGAON,2001,259
HARYANA,HISSAR,2001,202
HARYANA,JHAJJAR,2001,226
HARYANA,JIND,2001,158
HARYANA,KAITHAL,2001,157
HARYANA,KARNAL,2001,199
HARYANA,KURUKSHETRA,2001,159
HARYANA,MAHENDRAGARH,2001,69
HARYANA,PANCHKULA,2001,101
HARYANA,PANIPAT,2001,178
HARYANA,REWARI,2001,65
HARYANA,ROHTAK,2001,138
HARYANA,SIRSA,2001,157
HARYANA,SONIPAT,2001,132
HARYANA,YAMUNANAGAR,2001,152
HIMACHAL PRADESH,BILASPUR,2001,98
HIMACHAL PRADESH,CHAMBA,2001,72
HIMACHAL PRADESH,G.R.P.,2001,0
HIMACHAL PRADESH,HAMIRPUR,2001,59
HIMACHAL PRADESH,KANGRA,2001,141
HIMACHAL PRADESH,KINNAUR,2001,15
HIMACHAL PRADESH,KULLU,2001,33
HIMACHAL PRADESH,LAHAUL-SPITI,2001,4
HIMACHAL PRADESH,MANDI,2001,145
HIMACHAL PRADESH,SHIMLA,2001,113
HIMACHAL PRADESH,SIRMAUR,2001,83
HIMACHAL PRADESH,SOLAN,2001,72
HIMACHAL PRADESH,UNA,2001,45
JAMMU & KASHMIR,ANANTNAG,2001,107
JAMMU & KASHMIR,AWANTIPORA,2001,24
JAMMU & KASHMIR,BARAMULLA,2001,194
JAMMU & KASHMIR,BORDER,2001,45
JAMMU & KASHMIR,BUDGAM,2001,85
JAMMU & KASHMIR,CRIME JAMMU,2001,0
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0
JAMMU & KASHMIR,DODA,2001,31
JAMMU & KASHMIR,GANDERBAL,2001,70
JAMMU & KASHMIR,JAMMU,2001,221
JAMMU & KASHMIR,KARGIL,2001,2
JAMMU & KASHMIR,KATHUA,2001,45
JAMMU & KASHMIR,KULGAM,2001,55
JAMMU & KASHMIR,KUPWARA,2001,99
JAMMU & KASHMIR,LEH,2001,2
JAMMU & KASHMIR,POONCH,2001,35
JAMMU & KASHMIR,PULWAMA,2001,71
JAMMU & KASHMIR,RAILWAYS,2001,0
JAMMU & KASHMIR,RAJOURI,2001,59
JAMMU & KASHMIR,RAMBAN,2001,11
JAMMU & KASHMIR,REASI,2001,25
JAMMU & KASHMIR,SRINAGAR,2001,407
JAMMU & KASHMIR,UDHAMPUR,2001,58
JHARKHAND,BOKARO,2001,154
JHARKHAND,CHAIBASA,2001,48
JHARKHAND,CHATRA,2001,22
JHARKHAND,DEOGHAR,2001,56
JHARKHAND,DHANBAD,2001,172
JHARKHAND,DHANBAD RLY.,2001,2
JHARKHAND,DUMKA,2001,73
JHARKHAND,GARHWA,2001,33
JHARKHAND,GIRIDIH,2001,152
JHARKHAND,GODDA,2001,64
JHARKHAND,GUMLA,2001,53
JHARKHAND,HAZARIBAGH,2001,136
JHARKHAND,JAMSHEDPUR,2001,253
JHARKHAND,JAMSHEDPUR RLY.,2001,2
JHARKHAND,JAMTARA,2001,67
JHARKHAND,KODERMA,2001,53
JHARKHAND,LATEHAR,2001,20
JHARKHAND,LOHARDAGGA,2001,34
JHARKHAND,PAKUR,2001,48
JHARKHAND,PALAMU,2001,72
JHARKHAND,RANCHI,2001,181
JHARKHAND,SAHEBGANJ,2001,72
JHARKHAND,SARAIKELA,2001,54
JHARKHAND,SIMDEGA,2001,30
KARNATAKA,BAGALKOT,2001,99
KARNATAKA,BANGALORE COMMR.,2001,639
KARNATAKA,BANGALORE RURAL,2001,266
KARNATAKA,BELGAUM,2001,211
KARNATAKA,BELLARY,2001,163
KARNATAKA,BIDAR,2001,163
KARNATAKA,BIJAPUR,2001,183
KARNATAKA,CHAMARAJNAGAR,2001,74
KARNATAKA,CHICKMAGALUR,2001,167
KARNATAKA,CHITRADURGA,2001,103
KARNATAKA,DAKSHIN KANNADA,2001,59
KARNATAKA,DAVANAGERE,2001,209
KARNATAKA,DHARWAD COMMR.,2001,37
KARNATAKA,DHARWAD RURAL,2001,24
KARNATAKA,GADAG,2001,35
KARNATAKA,GULBARGA,2001,295
KARNATAKA,HASSAN,2001,168
KARNATAKA,HAVERI,2001,93
KARNATAKA,K.G.F.,2001,44
KARNATAKA,KODAGU,2001,48
KARNATAKA,KOLAR,2001,134
KARNATAKA,KOPPAL,2001,87
KARNATAKA,MANDYA,2001,145
KARNATAKA,MYSORE COMMR.,2001,75
KARNATAKA,MYSORE RURAL,2001,154
KARNATAKA,RAICHUR,2001,137
KARNATAKA,RAILWAYS,2001,2
KARNATAKA,SHIMOGA,2001,227
KARNATAKA,TUMKUR,2001,135
KARNATAKA,UDUPI,2001,36
KARNATAKA,UTTAR KANNADA,2001,73
KERALA,ALAPUZHA,2001,297
KERALA,CBCID,2001,6
KERALA,ERNAKULAM,2001,374
KERALA,IDUKKI,2001,322
KERALA,KANNUR,2001,290
KERALA,KASARGOD,2001,95
KERALA,KOLLAM,2001,617
KERALA,KOTTAYAM,2001,251
KERALA,KOZHIKODE,2001,496
KERALA,MALAPPURAM,2001,621
KERALA,PALAKKAD,2001,415
KERALA,PATHANAMTHITTA,2001,200
KERALA,RAILWAYS,2001,1
KERALA,THRISSUR,2001,490
KERALA,TRIVANDRUM,2001,641
KERALA,WAYANADU,2001,154
MADHYA PRADESH,BALAGHAT,2001,342
MADHYA PRADESH,BARWANI,2001,149
MADHYA PRADESH,BETUL,2001,328
MADHYA PRADESH,BHIND,2001,221
MADHYA PRADESH,BHOPAL,2001,609
MADHYA PRADESH,BHOPAL RLY.,2001,16
MADHYA PRADESH,CHHATARPUR,2001,357
MADHYA PRADESH,CHHINDWARA,2001,463
MADHYA PRADESH,DAMOH,2001,351
MADHYA PRADESH,DATIYA,2001,103
MADHYA PRADESH,DEWAS,2001,559
MADHYA PRADESH,DHAR,2001,404
MADHYA PRADESH,DINDORI,2001,85
MADHYA PRADESH,GUNA,2001,580
MADHYA PRADESH,GWALIOR,2001,297
MADHYA PRADESH,HARDA,2001,101
MADHYA PRADESH,HOSHANGABAD,2001,233
MADHYA PRADESH,INDORE,2001,583
MADHYA PRADESH,INDORE RLY.,2001,8
MADHYA PRADESH,JABALPUR,2001,551
MADHYA PRADESH,JABALPUR RLY.,2001,5
MADHYA PRADESH,JHABUA,2001,284
MADHYA PRADESH,KATNI,2001,216
MADHYA PRADESH,KHANDWA,2001,334
MADHYA PRADESH,KHARGON,2001,280
MADHYA PRADESH,MANDLA,2001,293
MADHYA PRADESH,MANDSAUR,2001,196
MADHYA PRADESH,MORENA,2001,195
MADHYA PRADESH,NARSINGHPUR,2001,308
MADHYA PRADESH,NEEMUCH,2001,208
MADHYA PRADESH,PANNA,2001,210
MADHYA PRADESH,RAISEN,2001,383
MADHYA PRADESH,RAJGARH,2001,382
MADHYA PRADESH,RATLAM,2001,293
MADHYA PRADESH,REWA,2001,230
MADHYA PRADESH,SAGAR,2001,837
MADHYA PRADESH,SATNA,2001,310
MADHYA PRADESH,SEONI,2001,218
MADHYA PRADESH,SHAHDOL,2001,391
MADHYA PRADESH,SHAJAPUR,2001,360
MADHYA PRADESH,SHEOPUR,2001,96
MADHYA PRADESH,SHIVPURI,2001,297
MADHYA PRADESH,SIDHI,2001,272
MADHYA PRADESH,SIHORE,2001,283
MADHYA PRADESH,TIKAMGARH,2001,311
MADHYA PRADESH,UJJAIN,2001,402
MADHYA PRADESH,UMARIYA,2001,116
MADHYA PRADESH,VIDISHA,2001,454
MAHARASHTRA,AHMEDNAGAR,2001,641
MAHARASHTRA,AKOLA,2001,336
MAHARASHTRA,AMRAVATI COMMR.,2001,180
MAHARASHTRA,AMRAVATI RURAL,2001,300
MAHARASHTRA,AURANGABAD COMMR.,2001,179
MAHARASHTRA,AURANGABAD RURAL,2001,352
MAHARASHTRA,BEED,2001,309
MAHARASHTRA,BHANDARA,2001,213
MAHARASHTRA,BULDHANA,2001,437
MAHARASHTRA,CHANDRAPUR,2001,326
MAHARASHTRA,DHULE,2001,180
MAHARASHTRA,GADCHIROLI,2001,162
MAHARASHTRA,GONDIA,2001,231
MAHARASHTRA,HINGOLI,2001,212
MAHARASHTRA,JALGAON,2001,532
MAHARASHTRA,JALNA,2001,264
MAHARASHTRA,KOLHAPUR,2001,191
MAHARASHTRA,LATUR,2001,274
MAHARASHTRA,MUMBAI,2001,673
MAHARASHTRA,MUMBAI RLY.,2001,7
MAHARASHTRA,NAGPUR COMMR.,2001,446
MAHARASHTRA,NAGPUR RLY.,2001,8
MAHARASHTRA,NAGPUR RURAL,2001,666
MAHARASHTRA,NANDED,2001,389
MAHARASHTRA,NANDURBAR,2001,130
MAHARASHTRA,NASIK COMMR.,2001,141
MAHARASHTRA,NASIK RURAL,2001,506
MAHARASHTRA,NAVI MUMBAI,2001,114
MAHARASHTRA,OSMANABAD,2001,185
MAHARASHTRA,PARBHANI,2001,229
MAHARASHTRA,PUNE COMMR.,2001,393
MAHARASHTRA,PUNE RLY.,2001,3
MAHARASHTRA,PUNE RURAL,2001,304
MAHARASHTRA,RAIGAD,2001,113
MAHARASHTRA,RATNAGIRI,2001,127
MAHARASHTRA,SANGLI,2001,224
MAHARASHTRA,SATARA,2001,289
MAHARASHTRA,SINDHUDURG,2001,50
MAHARASHTRA,SOLAPUR COMMR.,2001,114
MAHARASHTRA,SOLAPUR RURAL,2001,197
MAHARASHTRA,THANE COMMR.,2001,406
MAHARASHTRA,THANE RURAL,2001,292
MAHARASHTRA,WARDHA,2001,278
MAHARASHTRA,WASHIM,2001,224
MAHARASHTRA,YAVATMAL,2001,428
MANIPUR,BISHNUPUR,2001,5
MANIPUR,CHANDEL,2001,1
MANIPUR,CHURACHANDPUR,2001,1
MANIPUR,IMPHAL(EAST),2001,16
MANIPUR,IMPHAL(WEST),2001,64
MANIPUR,SENAPATI,2001,0
MANIPUR,TAMENGLONG,2001,0
MANIPUR,THOUBAL,2001,19
MANIPUR,UKHRUL,2001,2
MEGHALAYA,GARO HILLS EAST,2001,4
MEGHALAYA,GARO HILLS SOUTH,2001,2
MEGHALAYA,GARO HILLS WEST,2001,13
MEGHALAYA,JAINTIA HILLS,2001,14
MEGHALAYA,KHASI HILLS EAST,2001,21
MEGHALAYA,KHASI HILLS WEST,2001,6
MEGHALAYA,RI-BHOI,2001,6
MIZORAM,AIZAWL,2001,40
MIZORAM,CHAMPHAI,2001,14
MIZORAM,KOLASIB,2001,21
MIZORAM,LAWNGTLAI,2001,2
MIZORAM,LUNGLEI,2001,14
MIZORAM,MAMIT,2001,17
MIZORAM,SAIHA,2001,9
MIZORAM,SERCHHIP,2001,7
NAGALAND,DIMAPUR,2001,8
NAGALAND,KIPHIRE,2001,0
NAGALAND,KOHIMA,2001,12
NAGALAND,MOKOKCHUNG,2001,1
NAGALAND,MON,2001,4
NAGALAND,PEREN,2001,0
NAGALAND,PHEK,2001,1
NAGALAND,TUENSANG,2001,0
NAGALAND,WOKHA,2001,1
NAGALAND,ZUNHEBOTO,2001,2
ODISHA,ANGUL,2001,189
ODISHA,BALASORE,2001,295
ODISHA,BARAGARH,2001,100
ODISHA,BERHAMPUR,2001,100
ODISHA,BHADRAK,2001,189
ODISHA,BOLANGIR,2001,202
ODISHA,BOUDH,2001,42
ODISHA,CUTTACK,2001,274
ODISHA,DEOGARH,2001,55
ODISHA,DHENKANAL,2001,154
ODISHA,GAJAPATI,2001,36
ODISHA,GANJAM,2001,150
ODISHA,JAGATSINGHPUR,2001,89
ODISHA,JAJPUR,2001,115
ODISHA,JHARSUGUDA,2001,74
ODISHA,KALAHANDI,2001,83
ODISHA,KANDHAMAL,2001,202
ODISHA,KENDRAPARA,2001,349
ODISHA,KEONJHAR,2001,245
ODISHA,KHURDA,2001,316
ODISHA,KORAPUT,2001,370
ODISHA,MALKANGIR,2001,58
ODISHA,MAYURBHANJ,2001,342
ODISHA,NAYAGARH,2001,72
ODISHA,NOWRANGPUR,2001,77
ODISHA,NUAPADA,2001,49
ODISHA,PURI,2001,139
ODISHA,RAYAGADA,2001,71
ODISHA,ROURKELA,2001,85
ODISHA,SAMBALPUR,2001,136
ODISHA,SONEPUR,2001,61
ODISHA,SRP(CUTTACK),2001,13
ODISHA,SRP(ROURKELA),2001,7
ODISHA,SUNDARGARH,2001,158
PUNJAB,AMRITSAR,2001,128
PUNJAB,BARNALA,2001,68
PUNJAB,BATALA,2001,38
PUNJAB,BHATINDA,2001,98
PUNJAB,FARIDKOT,2001,48
PUNJAB,FATEHGARH SAHIB,2001,33
PUNJAB,FEROZEPUR,2001,79
PUNJAB,G.R.P,2001,4
PUNJAB,GURDASPUR,2001,57
PUNJAB,HOSHIARPUR,2001,103
PUNJAB,JAGRAON,2001,69
PUNJAB,JALANDHAR,2001,209
PUNJAB,KAPURTHALA,2001,73
PUNJAB,KHANNA,2001,26
PUNJAB,LUDHIANA,2001,403
PUNJAB,MAJITHA,2001,52
PUNJAB,MANSA,2001,18
PUNJAB,MOGA,2001,61
PUNJAB,MUKTSAR,2001,24
PUNJAB,NAWAN SHAHR,2001,45
PUNJAB,PATIALA,2001,458
PUNJAB,ROPAR,2001,67
PUNJAB,SANGRUR,2001,101
PUNJAB,TARN TARAN,2001,66
RAJASTHAN,AJMER,2001,484
RAJASTHAN,ALWAR,2001,523
RAJASTHAN,BANSWARA,2001,423
RAJASTHAN,BARAN,2001,526
RAJASTHAN,BARMER,2001,156
RAJASTHAN,BHARATPUR,2001,461
RAJASTHAN,BHILWARA,2001,711
RAJASTHAN,BIKANER,2001,288
RAJASTHAN,BUNDI,2001,468
RAJASTHAN,CHITTORGARH,2001,744
RAJASTHAN,CHURU,2001,296
RAJASTHAN,DAUSA,2001,134
RAJASTHAN,DHOLPUR,2001,205
RAJASTHAN,DUNGARPUR,2001,186
RAJASTHAN,G.R.P.,2001,19
RAJASTHAN,GANGANAGAR,2001,628
RAJASTHAN,HANUMANGARH,2001,416
RAJASTHAN,JAIPUR,2001,926
RAJASTHAN,JAISALMER,2001,49
RAJASTHAN,JALORE,2001,199
RAJASTHAN,JHALAWAR,2001,508
RAJASTHAN,JHUNJHUNU,2001,219
RAJASTHAN,JODHPUR,2001,480
RAJASTHAN,KARAULI,2001,184
RAJASTHAN,KOTA,2001,711
RAJASTHAN,NAGAUR,2001,237
RAJASTHAN,PALI,2001,414
RAJASTHAN,RAJSAMAND,2001,227
RAJASTHAN,SAWAI MADHOPUR,2001,213
RAJASTHAN,SIKAR,2001,192
RAJASTHAN,SIROHI,2001,157
RAJASTHAN,TONK,2001,306
RAJASTHAN,UDAIPUR,2001,367
SIKKIM,EAST,2001,16
SIKKIM,NORTH,2001,0
SIKKIM,SOUTH,2001,5
SIKKIM,WEST,2001,3
TAMIL NADU,ARIYALUR,2001,73
TAMIL NADU,CHENGAI,2001,167
TAMIL NADU,CHENNAI,2001,431
TAMIL NADU,CHENNAI RLY.,2001,7
TAMIL NADU,COIMBATORE RURAL,2001,210
TAMIL NADU,COIMBATORE URBAN,2001,104
TAMIL NADU,CUDDALORE,2001,235
TAMIL NADU,DHARMAPURI,2001,144
TAMIL NADU,DINDIGUL,2001,129
TAMIL NADU,ERODE,2001,140
TAMIL NADU,KANCHIPURAM,2001,96
TAMIL NADU,KANYAKUMARI,2001,246
TAMIL NADU,KARUR,2001,51
TAMIL NADU,MADURAI RURAL,2001,170
TAMIL NADU,MADURAI URBAN,2001,128
TAMIL NADU,NAGAPATTINAM,2001,117
TAMIL NADU,NAMAKKAL,2001,97
TAMIL NADU,NILGIRIS,2001,42
TAMIL NADU,PERAMBALUR,2001,44
TAMIL NADU,PUDUKOTTAI,2001,92
TAMIL NADU,RAMNATHAPURAM,2001,121
TAMIL NADU,SALEM RURAL,2001,112
TAMIL NADU,SALEM URBAN,2001,46
TAMIL NADU,SIVAGANGAI,2001,47
TAMIL NADU,THANJAVUR,2001,164
TAMIL NADU,THENI,2001,61
TAMIL NADU,THIRUNELVELI RURAL,2001,343
TAMIL NADU,THIRUNELVELI URBAN,2001,42
TAMIL NADU,THIRUVALLUR,2001,136
TAMIL NADU,THIRUVANNAMALAI,2001,119
TAMIL NADU,THIRUVARUR,2001,107
TAMIL NADU,THOOTHUGUDI,2001,190
TAMIL NADU,TRICHY RLY.,2001,3
TAMIL NADU,TRICHY RURAL,2001,55
TAMIL NADU,TRICHY URBAN,2001,93
TAMIL NADU,VELLORE,2001,96
TAMIL NADU,VILLUPURAM,2001,228
TAMIL NADU,VIRUDHUNAGAR,2001,149
TRIPURA,DHALAI,2001,28
TRIPURA,NORTH,2001,119
TRIPURA,SOUTH,2001,118
TRIPURA,WEST,2001,173
UTTAR PRADESH,AGRA,2001,812
UTTAR PRADESH,ALIGARH,2001,574
UTTAR PRADESH,ALLAHABAD,2001,589
UTTAR PRADESH,AMBEDKAR NAGAR,2001,173
UTTAR PRADESH,AURAIYA,2001,103
UTTAR PRADESH,AZAMGARH,2001,194
UTTAR PRADESH,BADAUN,2001,291
UTTAR PRADESH,BAGHPAT,2001,146
UTTAR PRADESH,BAHRAICH,2001,146
UTTAR PRADESH,BALLIA,2001,118
UTTAR PRADESH,BALRAMPUR,2001,103
UTTAR PRADESH,BANDA,2001,185
UTTAR PRADESH,BARABANKI,2001,377
UTTAR PRADESH,BAREILLY,2001,819
UTTAR PRADESH,BASTI,2001,151
UTTAR PRADESH,BIJNOR,2001,463
UTTAR PRADESH,BULANDSHAHAR,2001,657
UTTAR PRADESH,CHANDOLI,2001,66
UTTAR PRADESH,CHITRAKOOT DHAM,2001,41
UTTAR PRADESH,DEORIA,2001,141
UTTAR PRADESH,ETAH,2001,432
UTTAR PRADESH,ETAWAH,2001,174
UTTAR PRADESH,FAIZABAD,2001,156
UTTAR PRADESH,FATEHGARH,2001,213
UTTAR PRADESH,FATEHPUR,2001,200
UTTAR PRADESH,FIROZABAD,2001,320
UTTAR PRADESH,G.R.P.,2001,95
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,196
UTTAR PRADESH,GHAZIABAD,2001,475
UTTAR PRADESH,GHAZIPUR,2001,150
UTTAR PRADESH,GONDA,2001,143
UTTAR PRADESH,GORAKHPUR,2001,194
UTTAR PRADESH,HAMIRPUR,2001,116
UTTAR PRADESH,HARDOI,2001,436
UTTAR PRADESH,HATHRAS,2001,255
UTTAR PRADESH,J.P.NAGAR,2001,228
UTTAR PRADESH,JALAUN,2001,175
UTTAR PRADESH,JAUNPUR,2001,194
UTTAR PRADESH,JHANSI,2001,200
UTTAR PRADESH,KANNAUJ,2001,137
UTTAR PRADESH,KANPUR DEHAT,2001,225
UTTAR PRADESH,KANPUR NAGAR,2001,962
UTTAR PRADESH,KAUSHAMBI,2001,202
UTTAR PRADESH,KHIRI,2001,522
UTTAR PRADESH,KUSHI NAGAR,2001,113
UTTAR PRADESH,LALITPUR,2001,101
UTTAR PRADESH,LUCKNOW,2001,835
UTTAR PRADESH,MAHARAJGANJ,2001,93
UTTAR PRADESH,MAHOBA,2001,59
UTTAR PRADESH,MAINPURI,2001,184
UTTAR PRADESH,MATHURA,2001,254
UTTAR PRADESH,MAU,2001,157
UTTAR PRADESH,MEERUT,2001,576
UTTAR PRADESH,MIRZAPUR,2001,121
UTTAR PRADESH,MORADABAD,2001,532
UTTAR PRADESH,MUZAFFARNAGAR,2001,494
UTTAR PRADESH,PILIBHIT,2001,420
UTTAR PRADESH,PRATAPGARH,2001,160
UTTAR PRADESH,RAIBAREILLY,2001,348
UTTAR PRADESH,RAMPUR,2001,127
UTTAR PRADESH,SAHARANPUR,2001,451
UTTAR PRADESH,SANT KABIRNAGAR,2001,75
UTTAR PRADESH,SHAHJAHANPUR,2001,417
UTTAR PRADESH,SHRAWASTI,2001,77
UTTAR PRADESH,SIDHARTHNAGAR,2001,100
UTTAR PRADESH,SITAPUR,2001,426
UTTAR PRADESH,SONBHADRA,2001,41
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,46
UTTAR PRADESH,SULTANPUR,2001,306
UTTAR PRADESH,UNNAO,2001,475
UTTAR PRADESH,VARANASI,2001,321
UTTARAKHAND,ALMORA,2001,18
UTTARAKHAND,BAGESHWAR,2001,14
UTTARAKHAND,CHAMOLI,2001,20
UTTARAKHAND,CHAMPAWAT,2001,15
UTTARAKHAND,DEHRADUN,2001,181
UTTARAKHAND,HARIDWAR,2001,205
UTTARAKHAND,NAINITAL,2001,53
UTTARAKHAND,PAURI GARHWAL,2001,31
UTTARAKHAND,PITHORAGARH,2001,29
UTTARAKHAND,RUDRA PRAYAG,2001,11
UTTARAKHAND,TEHRI GARHWAL,2001,20
UTTARAKHAND,UDHAMSINGH NAGAR,2001,109
UTTARAKHAND,UTTARKASHI,2001,38
